stem,model_requested,model_resolved,status,refusal,error,input_tokens,output_tokens,est_cost_usd,timestamp,issuer_name_as_stated,extraction_reasoning,source_currency_unit,criminal_cases_against_count,regulatory_actions_against_count,tax_proceedings_against_count,total_litigation_against_amount_cr,contingent_liabilities_total_cr,going_concern_status,auditor_report_status,top5_customer_revenue_pct,top10_customer_revenue_pct
Nazara_Technologies_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,40314,632,0.0441,2026-07-20T17:47:54.196993+00:00,Nazara Technologies Limited,"The litigation table contains only “Litigation by our Company” and “Litigation by our Subsidiaries” civil rows (2 cases/₹82.51 million and 1 case/₹27.87 million, respectively), so these “By” rows are excluded from against-party counts and amounts; no criminal or statutory/regulatory enforcement column is disclosed. Separately, the narrative describes one GST inspection involving the Company, counted as one tax proceeding against the Company, but provides no quantified amount. No contingent-liabilities total or date is stated in the provided risk section. The only concentration percentage is 58.78% for media-rights licensing revenue within the eSports business for FY 2020, which is segment-level rather than company-wide; the source monetary unit is million, and any disclosed million figures would convert to crore by dividing by 10 (for example, ₹82.51 million = ₹8.251 crore and ₹27.87 million = ₹2.787 crore), though these are excluded because they are “By” matters.",million,,,1,,,not_mentioned,not_mentioned,,
Neogen_Chemicals_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,28125,527,0.0313,2026-07-20T17:47:58.380914+00:00,Neogen Chemicals Limited,"The litigation disclosures show 7 tax proceedings against the Company (3 direct-tax and 4 indirect-tax cases, total ₹7.16 million), 3 criminal proceedings against the Directors, and 1 direct-tax proceeding against the Promoters; there are no disclosed statutory/regulatory enforcement proceedings and no “By” rows to count. For the aggregate amount against the Company and its subsidiaries, I counted the Company’s quantified tax amount of ₹7.16 million and excluded the Promoters’ ₹0.1 million matter because it is a personal promoter matter; ₹7.16 million converts to ₹0.716 crore. The contingent-liabilities figure is the stated consolidated Total of ₹66.42 million as at December 31, 2018, converted to ₹6.642 crore, rather than a re-sum of line items. The disclosed customer concentration is company-wide and based on consolidated revenue from operations: top 10 customers contributed 44.45% in Fiscal 2018, the most recent full fiscal year shown; no company-wide top-five figure is disclosed. The source currency unit is ₹ million, converted to crore by dividing by 10.",million,3,0,7,0.716,6.642,not_mentioned,not_mentioned,,44.45
Nephrocare_Health_Services_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,70839,510,0.0739,2026-07-20T17:48:02.920703+00:00,Nephrocare Health Services Limited,"The litigation table separates “By” from “Against” rows: I excluded all By rows and counted Against rows across the company, subsidiaries, promoters, directors, KMP and senior management. Criminal proceedings against these entities total 2, from the Against our Directors row; statutory/regulatory actions total 1, from the Against our Subsidiaries row; tax proceedings against the company and subsidiaries total 1 + 8 = 9, excluding the director’s personal tax matter. The quantified aggregate amount against the company and subsidiaries is ₹24.84 million + ₹46.54 million = ₹71.38 million, or ₹7.138 crore; no contingent-liabilities total is disclosed in the provided risk section. The company-wide top-five hospital-partner concentration is 8.15% of revenue from operations for Fiscal 2025; no company-wide top-ten customer percentage is disclosed. Monetary tables use ₹ million, converted to crore by dividing by 10.",million,2,1,9,7.138,,not_mentioned,caro_or_emphasis_of_matter_only,8.15,
Netweb_Technologies_India_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,38764,762,0.0433,2026-07-20T17:48:31.077614+00:00,Netweb Technologies,"The litigation table separates matters filed By the entities from matters Against them: I excluded all By rows, counted the Against rows across company, promoters, directors and subsidiary, and kept categories separate. Against the company there are 0 criminal, 1 tax, 0 statutory/regulatory and 1 material civil proceeding; against the promoter there are 0 criminal, 1 tax and 6 disciplinary proceedings; directors and subsidiary have nil Against counts. For the aggregate amount against the company and subsidiary, I used the Company Against aggregate amount of ₹9.82 million (the subsidiary is nil), including the quantified company matter and excluding promoter matters; this converts to ₹0.982 crore. The contingent-liabilities figure is the stated consolidated-style Total of ₹276.79 million as at Fiscal 2023, not a re-sum, converting to ₹27.679 crore. The company-wide top-10 concentration is 57.80% of revenue from operations for Fiscal 2023, and the top-five percentage is derived from the five listed customer percentages (21.10% + 13.29% + 5.96% + 4.13% + 2.59% = 47.07%); the source tables use ₹ million, converted to crore by dividing by 10.",million,0,0,1,0.982,27.679,not_mentioned,not_mentioned,47.07,57.8
Niva_Bupa_Health_Insurance_Co_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,63210,745,0.0677,2026-07-20T17:48:45.066533+00:00,Niva Bupa Health Insurance Company Limited,"The litigation table separates matters by direction and category: for matters against the company, I counted 4 criminal proceedings, 29 tax proceedings, Nil statutory/regulatory proceedings and 8 material civil litigations; for directors, I counted 1 criminal proceeding and excluded all promoter/director personal matters from the aggregate amount. I excluded every “By the Company,” “By the Directors” and “By the Promoters” row; the quantified group amount is the stated Against the Company aggregate of ₹2,155.40 million, converted to ₹215.54 crore, rather than summing individual rows. The contingent-liabilities table is in ₹ millions as of June 30, 2024; no stated total row is provided, so the two disclosed line items, ₹447.65 million and ₹559.37 million, sum to ₹1,007.02 million, or ₹100.702 crore. The section provides no company-wide top-five or top-ten customer revenue concentration percentage; the disclosed percentages concern business lines, distribution channels and other non-customer concentrations, so those fields are null. Source monetary units are millions, converted to crore by dividing by 10.",million,5,0,29,215.54,100.702,no_uncertainty_stated,caro_or_emphasis_of_matter_only,,
Northern_Arc_Capital_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,57304,694,0.0615,2026-07-20T17:48:50.938074+00:00,Northern Arc Capital Limited,"The litigation table reports, against the Company, Nil criminal, 2 tax, 1 statutory/regulatory and 1 material civil proceeding; by the Company, 739 criminal, no tax, no statutory/regulatory and 2 material civil proceedings plus 40 other civil proceedings, all excluded. Against subsidiaries, it reports Nil criminal, 2 tax, no statutory/regulatory and no civil proceedings; by subsidiaries, 3 criminal proceedings, which are excluded. Accordingly, criminal proceedings against equals 0, regulatory actions against equals 1, tax proceedings against equals 4, and the quantified aggregate against the Company and subsidiaries is ₹139.98 million plus ₹9.67 million = ₹149.65 million, or ₹14.965 crore; by-entity amounts are excluded. The contingent-liabilities table is as of September 30, 2023 and gives income-tax matters of ₹52.52 million and guarantees outstanding of ₹1,157.82 million; as no stated Total row is provided, these components sum to ₹1,210.34 million, or ₹121.034 crore. The prospectus discloses Fiscal 2023 and other-period concentration percentages for borrowing sources and AUM, but no company-wide top-five or top-ten customer revenue percentage; therefore customer concentration is null, and no revenue-from-operations or total-income denominator applies. The source tables use ₹ million, converted to crore by dividing by 10.",million,0,1,4,14.965,121.034,not_mentioned,caro_or_emphasis_of_matter_only,,
Nova_AgriTech_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,44684,526,0.0478,2026-07-20T17:48:55.109353+00:00,Nova Agritech Limited,"The litigation table separates proceedings by direction and category: against the Company are 1 criminal case, Nil statutory/regulatory actions, 1 direct/indirect tax claim and 1 other material litigation matter; against subsidiaries all categories are Nil. I counted only the against rows, excluding all cases by the Company and its subsidiaries; therefore criminal count is 1, regulatory count is 0, tax count is 1, and the explicitly stated against-Company total of ₹61.88 lakhs comprises ₹42.25 lakhs of tax claims and ₹19.63 lakhs of other material litigation. The contingent-liabilities table states a Total of ₹1,070.89 lakhs as at September 30, 2023, which is used without re-summing the line items. No company-wide top-five or top-ten customer concentration percentage is disclosed; the percentages shown elsewhere are state, subsidiary, related-party or other non-customer concentrations, so they are not used. The litigation and contingent-liability tables use lakhs; ₹61.88 lakhs ÷ 100 = ₹0.6188 crore and ₹1,070.89 lakhs ÷ 100 = ₹10.7089 crore.",lakh,1,0,1,0.6188,10.7089,not_mentioned,not_mentioned,,
Nureca_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,23617,379,0.0259,2026-07-20T17:48:58.723459+00:00,Nureca Limited,"The provided risk section contains no litigation summary table, so there are no against-vs-by rows to count and no criminal, regulatory, or tax proceedings to extract; the individual income-tax search operations described are not presented as a litigation-table count against the issuer or its subsidiaries. No contingent-liabilities table or stated Total is disclosed, so no contingent-liabilities figure or date can be extracted. No company-wide top-five or top-ten customer concentration percentage is disclosed; the section discusses channel-partner dependence qualitatively without a percentage, denominator, fiscal period, or segment/company-wide quantification. The only monetary table shown is a net-cash-flow table stated in ₹ million, not a litigation or contingent-liabilities table; therefore the source currency unit for the requested tables is not stated and no crore conversion is applicable.",not_stated,,,,,,not_mentioned,caro_or_emphasis_of_matter_only,,
Nuvoco_Vistas_Corp_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,54035,669,0.058,2026-07-20T17:49:04.153697+00:00,Nuvoco Vistas Corporation Limited,"The litigation summary has no separate “By ...” rows or directional split; I therefore counted the listed Company and Subsidiary rows as proceedings against the group: criminal 277 + 110, statutory/regulatory actions 421 + 5, and direct/indirect tax proceedings 210 + 11, while excluding promoter and director rows. The quantified aggregate against the Company and Subsidiary is taken from the stated table totals, ₹13,330.47 million + ₹543.57 million = ₹13,874.04 million, including tax and material civil litigation, converted at ₹10 million per crore to ₹1,387.404 crore. Contingent liabilities use the explicitly stated consolidated total of ₹19,481.01 million, excluding payments under protest, as at March 31, 2021; this converts to ₹1,948.101 crore and is not re-summed from line items. The only disclosed concentration percentages concern supplier purchases and regional/segment sales volumes, not company-wide top-five or top-ten customer revenue as a percentage of revenue from operations or total income. The source monetary tables use ₹ million, converted to crore by dividing by 10.",million,387,426,221,1387.404,1948.101,not_mentioned,not_mentioned,,
Ola_Electric_Mobility_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,59519,502,0.0625,2026-07-20T17:49:08.558917+00:00,Ola Electric Mobility Limited,"The litigation table separates matters filed by and against each entity. I counted only the “Against” rows: criminal proceedings are 5 against directors, with nil against the Company, Promoter and Subsidiaries; statutory/regulatory proceedings are 1 against the Promoter, with nil against the Company, Directors and Subsidiaries; tax proceedings against the Company and Subsidiaries total 1 + 0 = 1, excluding the 1 tax proceeding against Directors. The aggregate quantified amount against the Company and Subsidiaries is explicitly Nil; the ₹30.61 million shown for Directors is excluded, and all “By” rows are excluded. Contingent liabilities are explicitly stated as Nil as at March 31, 2024, using the stated table disclosure rather than summing other commitments or guarantees. The section provides no company-wide top-five or top-ten customer revenue concentration percentage; the 59.87% figure concerns top ten suppliers and is not used. Litigation and contingent-liability tables use ₹ million, converted to crore by dividing by 10; Nil therefore remains ₹0.0 crore.",million,5,1,1,0.0,0.0,not_mentioned,caro_or_emphasis_of_matter_only,,
Om_Freight_Forwarders_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,40168,708,0.0444,2026-07-20T17:49:14.020855+00:00,Om Freight Forwarders Limited,"The litigation tables distinguish matters against the Company, by the Company, against directors/promoters, by directors/promoters, and against group companies/subsidiaries. I counted only the against rows for the Company and its group companies/subsidiaries: criminal 1 against the Company plus nil against subsidiaries; statutory/regulatory 8 against the Company plus nil against subsidiaries; and tax 13 against the Company plus 13 against subsidiaries. The quantified aggregate against the Company and subsidiaries is ₹41.38 million, comprising ₹24.36 million of Company taxation matters, ₹8.00 million of other litigation against the Company, and ₹9.02 million of subsidiary taxation matters; the ₹11.28 million matter by the Company and promoter/director matters were excluded. The stated Total Contingent Liabilities as at March 31, 2025 is ₹115.43 million, not a re-sum; both figures are converted from millions to crore by dividing by 10, giving ₹4.138 crore and ₹11.543 crore respectively. Company-wide customer concentration for the full fiscal year ended March 31, 2025 is based on revenue from operations: top five customers 26.71% and top ten customers 40.39%.",million,1,8,26,4.138,11.543,not_mentioned,not_mentioned,26.71,40.39
Om_Power_Transmission_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,61812,744,0.0663,2026-07-20T17:49:20.072062+00:00,Om Power Transmission,"The litigation table contains one “By our Company” row, which is excluded, and one “Against our Company” row: criminal proceedings are Nil, tax proceedings are 7, statutory/regulatory proceedings are Nil, and other material proceedings are Nil. No subsidiary rows are disclosed, so the quantified amount against the company is ₹168.33 lakhs; the ₹181.17 lakhs in the “By our Company” row is excluded, giving ₹16.833 crore after conversion. The contingent-liabilities figure is the explicitly stated Total of ₹168.18 lakhs as at December 31, 2025, not a re-sum, equal to ₹1.6818 crore. Company-wide customer concentration for the most recent full fiscal year, Fiscal 2025, is stated as 86.05% for the top five customers and 95.68% for the top ten customers, both measured as a percentage of revenue from operations; the source tables use ₹ lakhs, converted to crore at 100 lakhs per crore.",lakh,0,0,7,16.833,1.6818,not_mentioned,not_mentioned,86.05,95.68
Omnitech_Engineering_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,54390,635,0.0582,2026-07-20T17:49:27.297097+00:00,Not stated,"The litigation table separates matters filed by and against each entity: all “By” rows were excluded; against-company has Criminal Nil, Tax 2, Statutory/Regulatory Nil and ₹2.04 million, while against-subsidiaries has Nil in all categories and no amount. The against-promoters and against-directors rows were excluded from the group aggregate amount because the quantified director matter is personal to directors; the tax count therefore includes only the 2 company tax proceedings, while criminal and regulatory counts are zero. The contingent-liabilities figure is the stated contingent-liabilities amount of ₹2.04 million as at September 30, 2025; commitments of ₹248.15 million were not included. Company-wide top-customer concentration is reported for Fiscal 2025 as 31.75% for the top five and 47.87% for the top ten, based on revenue from sale of products and services/revenue from operations, not a business segment. The source tables use ₹ million; ₹2.04 million ÷ 10 = ₹0.204 crore, and all crore fields below use that conversion.",million,0,0,2,0.204,0.204,not_mentioned,not_mentioned,31.75,47.87
OnEMI_Technology_Solutions_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,55835,553,0.0592,2026-07-20T17:49:34.428315+00:00,OnEMI Technology Solutions Limited,"The litigation table separates matters filed by (“By”) from matters against (“Against”): I excluded the Company’s and Subsidiary’s “By” rows, including the Subsidiary’s 33,270 criminal matters, and counted only Against rows. Criminal proceedings against the Company and Subsidiary total 0 + 2 = 2; statutory/regulatory proceedings against them total 0 + 1 = 1; tax proceedings against them total 11 + 4 = 15, excluding the 3 promoter tax matters. The quantified aggregate amount against the Company and Subsidiary is the stated row amount of ₹189.32 million + ₹18.65 million = ₹207.97 million, or ₹20.797 crore; promoter and director amounts and all By-row amounts are excluded. The contingent-liabilities figure is the stated Total of ₹17,934.86 million as of December 31, 2025, converted to ₹1,793.486 crore; the source tables use ₹ million. No company-wide customer concentration percentage, going-concern uncertainty, or statutory-auditor opinion status is disclosed in the provided risk section.",million,2,1,15,20.797,1793.486,not_mentioned,not_mentioned,,
One_97_Communications_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,43763,836,0.0488,2026-07-20T17:49:41.147090+00:00,Paytm,"The litigation table is organized by entities involved rather than explicit “Against” versus “By” rows; I counted the company, subsidiary and director rows as proceedings against those parties, while there are no “By” rows to include. Criminal proceedings counted are 23 involving the Company, 1 involving subsidiaries and 1 involving Directors; statutory/regulatory actions are 1, 1 and 1 respectively; tax proceedings are 18 involving the Company and 22 involving subsidiaries, with director tax matters nil. The quantified aggregate against the Company and subsidiaries is ₹61.2 million criminal plus ₹383.6 million civil plus ₹37,299 million Company tax plus ₹143.1 million subsidiary tax; nil regulatory and subsidiary criminal amounts are included as zero, producing ₹37,886.9 million, or ₹3,788.69 crore. The contingent-liabilities figure is the explicitly stated Total of ₹492 million as of March 31, 2021, converted to ₹49.2 crore; the source tables use ₹ million. The only disclosed concentration percentages are payment and financial services revenue as a percentage of revenue from operations for FY 2019–FY 2021, which is a business-segment figure rather than company-wide top-customer concentration, so both customer fields are null. No material uncertainty regarding the issuer’s going concern is mentioned, and the auditor disclosures describe emphasis-of-matter and CARO observations without an explicitly modified audit opinion.",million,25,3,40,3788.69,49.2,not_mentioned,caro_or_emphasis_of_matter_only,,
One_Mobikwik_Systems_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,55565,1158,0.0625,2026-07-20T17:49:50.798961+00:00,MobiKwik,"The litigation tables distinguish matters By the Company/Subsidiaries from matters Against them: I counted only Against rows, with criminal proceedings of 3 against the Company, nil against Subsidiaries, 1 against Directors and 1 against Promoters; statutory/regulatory proceedings are nil in every Against row; and tax proceedings are 10 against the Company plus 5 against Subsidiaries, excluding promoter/director tax matters and all By rows. For quantified matters against the Company and Subsidiaries, I used the table amounts of ₹1,535.23 million and ₹52.94 million, respectively, and added the separately disclosed ₹19.63 million of consumer proceedings and ₹94.16 million pre-litigation mediation against the Company, totaling ₹1,701.96 million, or ₹170.196 crore; unquantified matters were excluded. The contingent-liabilities disclosure is as of June 30, 2024 and has no stated Total row, so the disclosed ₹4.14 million other income-tax matter plus ₹1.83 million paid under protest was summed to ₹5.97 million, or ₹0.597 crore; the FY 2016-17 income-tax matter is shown as nil. No company-wide top-five or top-ten customer concentration percentage is disclosed; the percentages disclosed relate to Financial Services/credit-partner concentration rather than customers. Litigation and contingent-liability tables use ₹ million, converted to crore by dividing by 10.",million,5,0,15,170.196,0.597,not_mentioned,qualified_adverse_or_disclaimer,,
Orient_Technologies_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,34942,673,0.039,2026-07-20T17:49:56.289189+00:00,not stated in provided section,"The litigation table separates matters filed by and against each entity: I counted only the “Against our Company,” “Against our Promoter,” and “Against our Directors” rows, with criminal counts of Nil, statutory/regulatory counts of Nil, and tax counts of 6, 1, and 4 respectively; the tax field is restricted to the company and subsidiaries, so only the company’s 6 tax proceedings are counted, while promoter/director tax matters are excluded. For the aggregate amount against the company/group, I used the company row’s quantified amount of ₹132.41 million and excluded promoter and director amounts; this converts to ₹13.241 crore (132.41 ÷ 10), with no subsidiary row disclosed. The contingent-liabilities figure is the explicitly stated Total of ₹205.92 million as at March 31, 2024, converted to ₹20.592 crore (205.92 ÷ 10), rather than a re-sum of line items. The company-wide customer concentration table reports Fiscal 2024 percentages as a percentage of total revenue from operations: top 5 customers account for 28.82% and top 10 customers account for 38.11%. The source currency unit for the litigation and contingent-liability tables is ₹ million; all crore fields are converted using 1 crore = ₹10 million.",million,0,0,6,13.241,20.592,not_mentioned,not_mentioned,28.82,38.11
Orkla_India_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,58681,716,0.063,2026-07-20T17:50:02.573888+00:00,Orkla India Limited,"The litigation table separates Against and By rows: I counted only Against rows, namely criminal proceedings of 1 against Directors and 2 against Key Managerial Personnel (Company, Subsidiary, Promoters, Senior Management and Group Companies were Nil), regulatory actions of 126 against the Company and 2 against Directors, and tax proceedings of 49 against the Company; Promoter tax proceedings of 1 were excluded because they are personal matters, and all By rows were excluded. The quantified aggregate against the Company and Subsidiary is ₹1,532.5 million for the Company plus Nil for the Subsidiary, or ₹153.25 crore; promoter and other personal/entity amounts were excluded. Contingent liabilities are disclosed in ₹ million as at June 30, 2025, the latest date shown; because no stated Total row appears, the disclosed litigation components of ₹1,248.6 million and ₹29.4 million were summed to ₹1,278.0 million, or ₹127.80 crore. The section provides concentration percentages for suppliers, geographic regions, exports, product categories and channels, but no company-wide top-five or top-ten customer revenue percentage for a full fiscal year; therefore both customer concentration fields are null. Monetary source tables use ₹ million, converted to crore by dividing by 10.",million,3,128,49,153.25,127.8,not_mentioned,caro_or_emphasis_of_matter_only,,
Oswal_Pumps_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,59860,735,0.0643,2026-07-20T17:50:08.660611+00:00,Oswal Pumps Limited,"The litigation table separates proceedings by direction and category: I counted only “Against” rows, with criminal proceedings against the Company, Directors, Promoters, Subsidiaries, KMP and Senior Management all nil; statutory/regulatory proceedings were 3 against the Company and 2 against Subsidiaries; and tax proceedings were 1 against the Company and none against Subsidiaries. I excluded all “By” rows and excluded the 13 tax proceedings against Promoters from the tax count and aggregate amount. The quantified aggregate amount against the Company and Subsidiaries is the stated ₹0.17 million for the Company; the Subsidiaries row has no quantified amount, so this converts to ₹0.017 crore. The contingent-liabilities table is dated December 31, 2024 and reports ₹38.33 million of GST demands and ₹6.81 million of labour-law/other demands, but provides no stated contingent-liabilities Total row; therefore the total field is not disclosed rather than re-summed. Company-wide customer concentration for the most recent full fiscal year, Fiscal 2024, is 68.05% for the top five and 79.50% for the top ten, calculated as a percentage of revenue from operations; source monetary tables use ₹ million, converted to crore by dividing by 100.",million,0,5,1,0.017,,not_mentioned,caro_or_emphasis_of_matter_only,68.05,79.5
PB_Fintech_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,45494,546,0.0488,2026-07-20T17:50:13.195346+00:00,PB Fintech Limited,"The litigation table separates matters involving the Company, Subsidiaries and Directors, and separates criminal, other pending, statutory/regulatory, and tax proceedings; I counted only Against rows for the Company and Subsidiaries, excluding all matters filed by them and excluding Directors’ personal matters. Criminal proceedings against the group are Nil for the Company plus 6 for Subsidiaries = 6; statutory/regulatory actions are Nil plus 1 = 1; tax proceedings are 1 for the Company plus Nil for Subsidiaries = 1. The quantified aggregate against the Company and Subsidiaries is ₹60 million other pending litigation + ₹245.44 million tax proceedings + ₹133.32 million subsidiary other pending litigation = ₹438.76 million, excluding the subsidiaries’ unquantifiable criminal and regulatory matters; at ₹ in millions, this converts to ₹43.876 crore. Contingent liabilities use the stated consolidated Total of ₹245.44 million as of June 30, 2021, converted to ₹24.544 crore. The only disclosed concentration figures are the four largest partners’ contribution to company-wide revenue from operations, not top-five or top-ten customer percentages; therefore top-5 and top-10 fields are not disclosed.",million,6,1,1,43.876,24.544,not_mentioned,caro_or_emphasis_of_matter_only,,
PNGS_Reva_Diamond_Jewellery_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,37238,599,0.0408,2026-07-20T17:50:18.503426+00:00,PNGS Reva Diamond Jewellery Limited,"The litigation table separates matters filed by and against each category: all “By” rows were excluded, while the “Against” rows were counted separately for criminal, tax, statutory/regulatory and other columns. Criminal proceedings against the company, directors, promoters, KMP and senior management are all Nil, and statutory/regulatory actions against those listed entities are also Nil; the only tax counts are against directors and promoters personally, so they are excluded from the company/subsidiary tax count and aggregate amount. The company’s own litigation row is Nil, and no subsidiary row or quantified company/subsidiary matter is disclosed, so the aggregate amount against the company and subsidiaries is explicitly Nil, i.e. ₹0 million = ₹0.0 crore. No contingent-liabilities total or auditor/going-concern disclosure appears in the provided risk section. The section gives company-wide geographic concentration in revenue from operations (Maharashtra: 96.97% in full Fiscal 2025), but it does not disclose top-five or top-ten customer concentration; therefore both customer fields are null.",million,0,0,0,0.0,,not_mentioned,not_mentioned,,
P_N_Gadgil_Jewellers_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,46846,516,0.0499,2026-07-20T17:50:23.355449+00:00,P N Gadgil Jewellers Limited,"The litigation table separates matters filed by and against each category: I counted only the Against Company, Against Directors, Against Promoters and Against Subsidiaries rows, excluding all By rows. Criminal proceedings against were 1 company + 0 directors + 1 promoter + 0 subsidiaries = 2; statutory/regulatory proceedings against were 1 company + 0 subsidiaries = 1; tax proceedings against the company and subsidiaries were 2 + 4 = 6, excluding promoter/director tax matters because none are shown. The quantified aggregate amount against the company and subsidiaries was not stated as a group total, so I summed ₹55.76 million against the Company and ₹120.65 million against Subsidiaries = ₹176.41 million, or ₹17.641 crore; promoter/director amounts and all By-row amounts were excluded. Contingent liabilities use the stated Total of ₹73.56 million as of March 31, 2024, converted to ₹7.356 crore, rather than summing line items. The disclosed concentration percentages are for the top five stores, not customers, so company-wide top-five/top-ten customer revenue percentages are not disclosed; all source monetary tables use ₹ million, converted to crore at 1 crore = ₹10 million.",million,2,1,6,17.641,7.356,not_mentioned,not_mentioned,,
Pace_Digitek_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,52030,579,0.0555,2026-07-20T17:50:29.723089+00:00,Pace Digitek Limited,"The litigation table separates matters filed by and against each entity: I counted only the “Against” rows, namely criminal proceedings of 4 against Promoters, 0 against the Company, 0 against Directors and 0 against Subsidiaries; statutory/regulatory proceedings of 1 against the Company and 1 against Promoters; and tax proceedings of 24 against the Company plus 9 against Subsidiaries. Tax matters were kept separate from regulatory proceedings, and all “By” rows were excluded. The quantified aggregate against the Company and Subsidiaries is the stated Company amount of ₹497.58 million plus the Subsidiaries amount of ₹52.31 million, totaling ₹549.89 million; at the latest date shown, March 31, 2025, contingent liabilities use the stated Total of ₹554.60 million, not a re-sum. The concentration figures are company-wide top-customer percentages of revenue from operations for the most recent full fiscal year, Fiscal 2025: top 5 customers 93.97% and top 10 customers 96.25%. Litigation and contingent-liability tables use ₹ million; conversion to crore is by dividing by 10, so ₹549.89 million = ₹54.989 crore and ₹554.60 million = ₹55.46 crore.",million,4,2,33,54.989,55.46,not_mentioned,caro_or_emphasis_of_matter_only,93.97,96.25
Paradeep_Phosphates_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,33916,1242,0.0414,2026-07-20T17:50:39.665056+00:00,Paradeep Phosphates Limited,"The litigation table separates matters involving the Company, Promoters, Directors and Goa Facility, with criminal, statutory/regulatory and tax rows distinct from one another. For criminal proceedings against, I counted 10 Company matters after excluding 61 Company-filed complaints, 128 Promoter matters after excluding 71 ZACL-filed complaints, and 3 Director matters; regulatory counts are the 5 Company, 1 Promoter and 1 Director matters, while tax counts are 44 Company and 9 Goa Facility matters, excluding promoter tax matters. The quantified aggregate against the Company/group is based on the Company direct-tax amount of ₹3,263.05 million plus Goa Facility tax proceedings of ₹897.80 million, totaling ₹4,160.85 million; other criminal and civil amounts were not isolated from matters filed by the Company or otherwise mixed. Contingent liabilities are disclosed as line items as of December 31, 2021; their summed amount is ₹2,704.16 million, or ₹270.416 crore, because no stated total row is provided. The concentration figures disclosed are state-level revenue-from-operations percentages, not company-wide top-five or top-ten customer concentration, so those fields are null. The source tables use ₹ million; amounts are converted to crore by dividing by 10 (₹10 million = ₹1 crore).",million,141,7,53,416.085,270.416,group_or_subsidiary_only,caro_or_emphasis_of_matter_only,,
Paras_Defence___Space_Technologies_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,36848,677,0.0409,2026-07-20T17:50:45.444193+00:00,not disclosed,"The litigation table contains only “Litigation filed against our Company” rows: 10 direct tax matters and 2 indirect tax matters, totaling 12 against the company; there are no “By ...” rows, criminal rows, or separate statutory/regulatory enforcement rows. I counted the 12 tax proceedings against the company, recorded zero criminal and zero regulatory actions, and used the stated litigation total of ₹10.07 million (₹8.87 million direct tax + ₹1.20 million indirect tax), converted at ₹10 million = ₹1 crore to ₹1.007 crore. No contingent-liabilities table or total is disclosed in the provided risk section, so no date or figure is available. The concentration disclosure is company-wide on a consolidated basis for Fiscal 2021 and uses total consolidated revenue: top five customers contributed 59.63%; no top-ten percentage is disclosed. The litigation source unit is ₹ million, converted to crore by dividing by 10.",million,0,0,12,1.007,,not_mentioned,caro_or_emphasis_of_matter_only,59.63,
